name,id,smiles,atc,atc_name_1,atc_name_2,atc_name_3,atc_name_4,smiles,molecular_weight,logP,hydrogen_bond_acceptors,hydrogen_bond_donors,Lipinski,QED,stereo_centers,tpsa,AMES,BBB_Martins,Bioavailability_Ma,CYP1A2_Veith,CYP2C19_Veith,CYP2C9_Substrate_CarbonMangels,CYP2C9_Veith,CYP2D6_Substrate_CarbonMangels,CYP2D6_Veith,CYP3A4_Substrate_CarbonMangels,CYP3A4_Veith,Carcinogens_Lagunin,ClinTox,DILI,HIA_Hou,NR-AR-LBD,NR-AR,NR-AhR,NR-Aromatase,NR-ER-LBD,NR-ER,NR-PPAR-gamma,PAMPA_NCATS,Pgp_Broccatelli,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,Skin_Reaction,hERG,Caco2_Wang,Clearance_Hepatocyte_AZ,Clearance_Microsome_AZ,Half_Life_Obach,HydrationFreeEnergy_FreeSolv,LD50_Zhu,Lipophilicity_AstraZeneca,PPBR_AZ,Solubility_AqSolDB,VDss_Lombardo,molecular_weight_drugbank_approved_percentile,logP_drugbank_approved_percentile,hydrogen_bond_acceptors_drugbank_approved_percentile,hydrogen_bond_donors_drugbank_approved_percentile,Lipinski_drugbank_approved_percentile,QED_drugbank_approved_percentile,stereo_centers_drugbank_approved_percentile,tpsa_drugbank_approved_percentile,AMES_drugbank_approved_percentile,BBB_Martins_drugbank_approved_percentile,Bioavailability_Ma_drugbank_approved_percentile,CYP1A2_Veith_drugbank_approved_percentile,CYP2C19_Veith_drugbank_approved_percentile,CYP2C9_Substrate_CarbonMangels_drugbank_approved_percentile,CYP2C9_Veith_drugbank_approved_percentile,CYP2D6_Substrate_CarbonMangels_drugbank_approved_percentile,CYP2D6_Veith_drugbank_approved_percentile,CYP3A4_Substrate_CarbonMangels_drugbank_approved_percentile,CYP3A4_Veith_drugbank_approved_percentile,Carcinogens_Lagunin_drugbank_approved_percentile,ClinTox_drugbank_approved_percentile,DILI_drugbank_approved_percentile,HIA_Hou_drugbank_approved_percentile,NR-AR-LBD_drugbank_approved_percentile,NR-AR_drugbank_approved_percentile,NR-AhR_drugbank_approved_percentile,NR-Aromatase_drugbank_approved_percentile,NR-ER-LBD_drugbank_approved_percentile,NR-ER_drugbank_approved_percentile,NR-PPAR-gamma_drugbank_approved_percentile,PAMPA_NCATS_drugbank_approved_percentile,Pgp_Broccatelli_drugbank_approved_percentile,SR-ARE_drugbank_approved_percentile,SR-ATAD5_drugbank_approved_percentile,SR-HSE_drugbank_approved_percentile,SR-MMP_drugbank_approved_percentile,SR-p53_drugbank_approved_percentile,Skin_Reaction_drugbank_approved_percentile,hERG_drugbank_approved_percentile,Caco2_Wang_drugbank_approved_percentile,Clearance_Hepatocyte_AZ_drugbank_approved_percentile,Clearance_Microsome_AZ_drugbank_approved_percentile,Half_Life_Obach_drugbank_approved_percentile,HydrationFreeEnergy_FreeSolv_drugbank_approved_percentile,LD50_Zhu_drugbank_approved_percentile,Lipophilicity_AstraZeneca_drugbank_approved_percentile,PPBR_AZ_drugbank_approved_percentile,Solubility_AqSolDB_drugbank_approved_percentile,VDss_Lombardo_drugbank_approved_percentile
Ivacaftor,DB08820;DB05989,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,R07AX,RESPIRATORY SYSTEM,OTHER RESPIRATORY SYSTEM PRODUCTS,OTHER RESPIRATORY SYSTEM PRODUCTS,Other respiratory system products,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,392.499,5.081,3,3,3,0.568603163,0,82.19,0.102390385,0.649102259,0.614458632,0.687134922,0.839390934,0.47416715,0.660557276,0.264598969,0.090569328,0.789315462,0.367746875,0.517547756,0.080916557,0.823612666,0.999441981,0.003098132,0.003793715,0.315961024,0.300737911,0.133894324,0.187242731,0.039585997,0.93136338,0.504878348,0.386778343,0.051943951,0.240709352,0.968506634,0.353778568,0.447088569,0.824782526,-4.987429047,76.48768616,83.79118471,8.489093182,-9.924854915,2.585282945,4.014422003,105.1644141,-6.840608787,1.312134331,63.7650252,89.18185343,31.17487398,77.25862737,20.91896084,56.76618845,22.48933695,55.29274913,34.04420318,41.99302055,27.1035285,88.79410624,95.38580845,92.08995735,93.95114385,71.84955409,60.3722373,86.42884839,74.87398216,89.68592478,46.52966266,73.7107406,72.04342769,23.34238077,10.62427297,87.59208996,90.81039162,90.69406747,78.20860799,80.76773943,74.02093835,75.7658007,77.39433889,80.80651415,93.29197363,99.3796045,92.32260566,52.30709577,79.99224506,49.51531601,80.84528887,92.16750679,51.9581233,47.03373401,54.09073284,95.50213261,97.16944552,1.706087631,47.92555254
Ivermectin,DB00602,CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2.CO[C@H]1C[C@H](O[C@H]2[C@H](C)O[C@@H](O[C@@H]3/C(C)=C/C[C@@H]4C[C@@H](C[C@]5(CC[C@H](C)[C@@H](C(C)C)O5)O4)OC(=O)[C@@H]4C=C(C)[C@@H](O)[C@H]5OC/C(=C\C=C\[C@@H]3C)[C@]54O)C[C@@H]2OC)O[C@@H](C)[C@@H]1O,D11AX;P02CF,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS;DERMATOLOGICALS",ANTHELMINTICS;OTHER DERMATOLOGICAL PREPARATIONS,ANTINEMATODAL AGENTS;OTHER DERMATOLOGICAL PREPARATIONS,Avermectines;Other dermatologicals,CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2.CO[C@H]1C[C@H](O[C@H]2[C@H](C)O[C@@H](O[C@@H]3/C(C)=C/C[C@@H]4C[C@@H](C[C@]5(CC[C@H](C)[C@@H](C(C)C)O5)O4)OC(=O)[C@@H]4C=C(C)[C@@H](O)[C@H]5OC/C(=C\C=C\[C@@H]3C)[C@]54O)C[C@@H]2OC)O[C@@H](C)[C@@H]1O,1736.185,10.8127,28,6,0,0.065511828,39,340.12,0.660142082,0.219178803,0.749868727,0.002064784,0.114913665,0.009890926,0.084304142,0.015637458,0.009846588,0.781296515,0.344945973,0.03941562,0.254231781,0.588539028,0.97759341,0.060040401,0.119060476,0.049971222,0.527753842,0.093099323,0.270365188,0.178609606,0.586055791,0.886175179,0.793863261,0.270879668,0.10394503,0.931655335,0.583761936,0.460391243,0.802864671,-5.400090959,107.9766557,109.8243963,83.33786689,-9.305580202,3.99770793,3.472554982,103.7893382,-6.892405374,0.635036969,99.41837922,99.65102753,99.22450562,93.05932532,0.193873594,3.916246607,99.88367584,96.27762699,90.77161691,13.72625048,42.96238852,17.09965103,52.1519969,3.218301667,62.54362156,9.887553315,24.89336952,85.22683211,74.02093835,16.44048081,72.35362544,59.01512214,35.40131834,86.42884839,88.17371074,60.9926328,97.36331912,87.32066693,86.54517255,94.72663823,38.69716945,92.47770454,95.92865452,96.16130283,85.30438154,98.72043428,97.36331912,54.05195812,78.55758046,27.14230322,92.47770454,96.89802249,93.95114385,53.74176037,97.47964327,88.94920512,95.61845677,1.512214036,42.18689415
Ivosidenib,DB14568,N#Cc1ccnc(N2C(=O)CC[C@H]2C(=O)N(c2cncc(F)c2)[C@H](C(=O)NC2CC(F)(F)C2)c2ccccc2Cl)c1,L01XX,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ANTINEOPLASTIC AGENTS,OTHER ANTINEOPLASTIC AGENTS,Other antineoplastic agents,N#Cc1ccnc(N2C(=O)CC[C@H]2C(=O)N(c2cncc(F)c2)[C@H](C(=O)NC2CC(F)(F)C2)c2ccccc2Cl)c1,582.97,4.32458,6,1,3,0.442986955,2,119.29,0.286448091,0.724502778,0.826581085,0.009659009,0.361734177,0.183104633,0.472470602,0.042828883,0.036685193,0.800568414,0.95872407,0.376287693,0.455428717,0.946841431,0.999547327,0.009141781,0.015432823,0.026129813,0.349544817,0.012237274,0.0287336,0.022587319,0.903330898,0.524679458,0.606782401,0.015368451,0.038119569,0.658308411,0.208848788,0.159063809,0.741095793,-5.364123658,60.29246816,45.42722291,31.04928153,-11.45387376,3.829017356,2.741902311,89.97504964,-5.88589561,4.962551295,88.13493602,82.16362931,69.5036836,36.68088406,20.91896084,39.4338891,68.86390074,77.70453664,64.71500582,48.4683986,55.447848,33.38503296,76.73516867,58.54982551,89.64715006,30.24428073,45.75416828,87.74718883,97.86739046,80.41876696,85.84722761,88.44513377,73.88522683,45.36642109,36.87475766,51.3377278,92.4001551,40.4420318,11.47731679,73.05157038,67.54556029,76.42497092,88.87165568,63.43544009,70.10469174,91.43078713,85.92477705,14.77316789,74.36991082,28.57696782,70.60876309,74.71888329,76.26987204,32.10546724,96.58782474,74.83520744,73.32299341,6.087630865,74.25358666
Ixabepilone,DB04845,C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)N1,L01DC,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ANTINEOPLASTIC AGENTS,CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES,Other cytotoxic antibiotics,C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)N1,506.709,4.05052,7,3,3,0.521911809,7,112.05,0.323814495,0.137330465,0.782528162,0.001708436,0.014505131,0.057753741,0.023984558,0.022906008,0.003886877,0.747244167,0.378508449,0.085401891,0.197741193,0.780510914,0.982484651,0.066810297,0.185552113,0.031793851,0.091735932,0.038584131,0.198378009,0.058776823,0.686603796,0.686366034,0.346999848,0.065902039,0.060469163,0.19987823,0.358287153,0.075138055,0.183965011,-5.223014556,66.25982773,68.191513,18.04142428,-11.29831237,3.521714225,2.169151946,83.72170124,-3.682117127,4.434564879,82.51260178,78.16983327,77.35556417,77.25862737,20.91896084,49.82551377,89.78286157,74.02093835,68.5924777,8.879410624,47.88677782,15.1996898,20.7444746,20.9383482,43.85420706,16.71190384,15.16091508,80.18611865,75.61070182,33.07483521,66.14967041,69.83326871,37.378829,87.6696394,91.585886,54.207057,71.84955409,70.76386196,79.68204731,85.84722761,45.09499806,83.13299729,74.48623497,83.171772,77.70453664,72.81892206,92.36138038,2.520356727,40.48080651,35.67274137,74.60255913,86.6614967,65.14152772,33.30748352,92.71035285,63.62931369,61.65180302,37.84412563,71.07405971
Ixazomib,DB09570,CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B(O)O,L01XG,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ANTINEOPLASTIC AGENTS,OTHER ANTINEOPLASTIC AGENTS,Proteasome inhibitors,CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B(O)O,361.034,1.2661,4,4,4,0.550014922,1,98.66,0.525485939,0.643066823,0.911892855,0.215561561,0.453479314,0.261229044,0.094330928,0.163231076,0.088428724,0.581469023,0.606203812,0.694772911,0.381790356,0.558156043,0.98621217,0.02880509,0.028087642,0.183286712,0.043819566,0.065992963,0.111802975,0.059420973,0.577933961,0.030722452,0.197219691,0.058296952,0.10795873,0.096182375,0.163632081,0.61662879,0.150451471,-5.048148064,43.57445697,20.29234382,-6.495345338,-10.36062733,2.49795209,1.954115891,82.30828501,-2.713357391,-0.551567605,56.22334238,35.63396665,46.47150058,86.02171384,63.80379992,54.43970531,54.80806514,66.42109345,84.41256301,41.37262505,77.27801473,70.99651028,81.89220628,72.58627375,64.40480807,60.9926328,59.86816596,58.51105079,83.90849166,95.61845677,82.00853044,57.03761148,39.04614192,75.84335014,56.2621171,80.41876696,58.54982551,82.27995347,60.75998449,86.00232648,37.80535091,36.60333463,60.91508337,81.85343156,85.61457929,62.77626987,82.16362931,68.04963164,36.9523071,45.83171772,56.76618845,53.23768903,25.0484684,42.65219077,48.00310198,59.32531989,59.48041877,56.64986429,32.0279178
Kanamycin,DB01172,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](O)[C@@H](O)[C@@H]1O,A07AA;J01GB;S01AA,ALIMENTARY TRACT AND METABOLISM;ANTIINFECTIVES FOR SYSTEMIC USE;SENSORY ORGANS,"ANTIBACTERIALS FOR SYSTEMIC USE;ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS;OPHTHALMOLOGICALS",AMINOGLYCOSIDE ANTIBACTERIALS;ANTIINFECTIVES;INTESTINAL ANTIINFECTIVES,Antibiotics;Other aminoglycosides,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](O)[C@@H](O)[C@@H]1O,484.503,-7.2914,15,11,2,0.166853652,15,282.61,0.038897057,0.097197121,0.09939921,0.000263337,0.01285878,0.003055309,0.001788782,0.027928175,0.009819993,0.199869462,0.000544279,0.001139739,0.026191587,0.0196402,0.006717084,0.07654764,0.161735272,0.001080695,0.007108115,0.142811138,0.547192878,8.86E-05,0.054628378,0.005884644,0.04728869,0.007614704,0.000519663,0.006569908,0.015662294,0.197764175,0.337069018,-7.439683005,40.95965657,-12.32767925,-0.44039667,-20.29935943,1.239808112,-2.00205368,20.55054285,-0.093778996,-11.07342178,80.06979449,3.373400543,95.63784413,96.89802249,9.848778596,9.887553315,97.9449399,95.65723149,15.66498643,6.010081427,1.357115161,4.885614579,19.27103528,0.736719659,12.91198139,20.7444746,24.8545948,23.6138038,14.92826677,0.193873594,23.30360605,5.699883676,2.210158976,88.67778209,90.61651803,9.654905002,34.50949981,91.27568825,95.46335789,8.840635905,9.267157813,17.06087631,29.46878635,51.84179915,6.281504459,29.27491276,45.05622334,20.08530438,53.78053509,1.008142691,54.63357891,14.61806902,36.17681272,1.977510663,3.024428073,5.157037611,5.932531989,91.89608375,0.891818534
Kaolin,DB01575,O.O.[Al+3].[Al+3].[O-][Si]([O-])([O-])O[Si]([O-])([O-])[O-],A07BC,ALIMENTARY TRACT AND METABOLISM,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",INTESTINAL ADSORBENTS,Other intestinal adsorbents,O.O.[Al+3].[Al+3].[O-][Si]([O-])([O-])O[Si]([O-])([O-])[O-],258.159,-10.375,7,0,4,0.435216011,0,210.59,0.172541137,0.778574383,0.85785495,0.010207687,0.202146322,0.072526137,0.0017692,0.106432573,0.199172901,0.121938301,0.000167243,0.213329503,0.009832022,0.458661408,0.711068606,0.002874297,0.005990706,0.014074449,0.000162904,0.002287807,0.310431577,5.28E-05,0.251160442,0.006574349,0.005613289,0.000331878,0.000899101,0.003697824,0.001304684,0.271292479,0.024055947,-4.95937691,29.37795197,-8.852767206,1.162148517,-8.70422657,1.947796093,0.441331787,68.35183882,-4.88763642,-1.471978085,29.27491276,1.357115161,77.35556417,11.76812718,63.80379992,38.38697169,22.48933695,92.82667701,47.73167895,53.93563397,61.84567662,34.04420318,63.82318728,26.40558356,12.83443195,50.5234587,73.55564172,13.53237689,10.31407522,60.33346258,11.36099263,51.64792555,21.17099651,22.02404033,15.74253587,40.67468011,6.203955021,11.7099651,89.10430399,7.056998837,23.49747964,18.26289259,4.963164017,13.49360217,9.267157813,23.69135324,14.54051958,31.56262117,15.31601396,51.45405196,43.38891043,17.56494765,39.31756495,59.36409461,18.069019,33.65645599,41.45017449,15.70376115,25.12601784
Kappadione,DB09332,Cc1cc(OP(=O)([O-])[O-])c2ccccc2c1OP(=O)([O-])[O-].[Na+].[Na+].[Na+].[Na+],,,,,,Cc1cc(OP(=O)([O-])[O-])c2ccccc2c1OP(=O)([O-])[O-].[Na+].[Na+].[Na+].[Na+],422.085,-12.42078,8,0,4,0.349070105,0,144.84,0.008976403,0.664226389,0.716304421,0.050680863,0.034701608,0.283386127,0.00756709,0.215133315,0.074293874,0.369248099,0.002650078,0.123182118,0.013850594,0.75532409,0.649951808,0.00850256,0.030059151,0.024101181,0.003491181,0.014419099,0.251746137,0.000273559,0.444956492,0.226916942,0.006481677,0.000293276,0.000393823,0.007804969,0.000914044,0.178929173,0.193827166,-5.081939463,3.560898808,-3.20186073,77.22470748,-7.315963228,3.420012448,1.417173217,83.9664369,0.089911341,-4.009208728,70.14346646,0.891818534,82.35750291,11.76812718,63.80379992,27.68514928,22.48933695,83.69523071,3.063202792,43.50523459,38.73594416,52.1519969,32.10546724,75.64947654,26.98720434,67.58433501,56.92128732,38.69716945,23.41993021,43.54400931,14.73439318,68.20473052,20.27917798,43.31136099,59.20899573,50.01938736,27.14230322,44.66847615,84.76153548,14.50174486,31.29119814,62.89259403,5.854982551,12.60178364,5.312136487,30.98100039,12.02016285,17.79759597,41.83792168,43.66033346,17.68127181,24.54439705,93.13687476,72.81892206,91.04303994,49.08879411,62.15587437,93.36952307,11.78751454
Kava,DB01322,COC1=CC(=O)OC(/C=C/C2=CCCC=C2)C1,,,,,,COC1=CC(=O)OC(/C=C/C2=CCCC=C2)C1,232.279,2.6648,3,0,4,0.701661969,1,35.53,0.676930755,0.947178173,0.860244,0.130185282,0.626725936,0.087553597,0.131100656,0.064727759,0.012556665,0.365453827,0.143079969,0.167469092,0.182468562,0.65529995,0.999800599,0.020770984,0.018531143,0.0148626,0.043059444,0.025238631,0.116715044,0.06558145,0.974089479,0.082905761,0.789023399,0.096901196,0.244223717,0.07650556,0.103310541,0.959247696,0.053520424,-4.180897692,70.8498482,48.041946,-27.12328373,-6.257275602,1.955979565,2.020358305,85.2285327,-2.505966718,4.148314559,22.83830942,56.61108957,31.17487398,11.76812718,63.80379992,75.22295463,54.80806514,18.18534316,91.50833656,75.72702598,62.46607212,63.861962,88.75533152,31.87281892,69.83326871,38.96859248,28.3443195,38.46452113,60.48856146,52.65606824,64.28848391,62.54362156,80.88406359,67.85575805,42.4970919,41.83792168,58.39472664,60.21713843,62.23342381,87.28189221,89.76347421,49.05001939,95.77355564,87.97983715,93.36952307,60.13958899,75.80457542,97.90616518,22.52811167,95.65723149,77.47188833,76.11477317,4.49786739,81.15548662,18.41799147,60.3722373,64.28848391,60.75998449,69.13532377
Ketamine,DB01221,CNC1(c2ccccc2Cl)CCCCC1=O,N01AX,NERVOUS SYSTEM,ANESTHETICS,"ANESTHETICS, GENERAL",Other general anesthetics,CNC1(c2ccccc2Cl)CCCCC1=O,237.73,2.8978,2,1,4,0.857156529,1,29.1,0.186643446,0.987452364,0.955805564,0.176656759,0.564727771,0.476453668,0.012940337,0.309538724,0.033275172,0.718180037,0.205541299,0.092064644,0.028510292,0.145040081,0.999996567,0.002210155,0.00606025,0.04205016,0.013792411,0.007766934,0.082614864,0.00377358,0.987476623,0.012641243,0.103577176,0.005973624,0.011786444,0.04503192,0.004348299,0.701841253,0.017737669,-4.307675238,96.12973164,16.48323716,28.49525325,-8.705563328,2.664080885,2.293669833,48.7391971,-2.337207723,7.337484315,23.86583947,60.39162466,16.38231873,36.68088406,63.80379992,95.87049244,54.80806514,14.30787127,49.78673905,90.03489725,91.46956185,68.39860411,86.39007367,92.2062815,34.12175262,75.41682823,43.89298178,75.80457542,66.34354401,35.12989531,25.08724312,26.87088019,98.54594804,18.069019,15.93640946,58.20085304,41.87669639,29.62388523,46.76231097,45.40519581,95.85110508,26.32803412,45.09499806,48.31329973,46.99495929,52.88871656,26.32803412,76.11477317,13.02830554,91.08181466,89.02675456,48.39084917,74.75765801,59.32531989,59.67429236,66.22721985,21.05467235,63.47421481,84.99418379
Ketazolam,DB01587,CC1=CC(=O)N2CC(=O)N(C)c3ccc(Cl)cc3C2(c2ccccc2)O1,N05BA,NERVOUS SYSTEM,PSYCHOLEPTICS,ANXIOLYTICS,Benzodiazepine derivatives,CC1=CC(=O)N2CC(=O)N(C)c3ccc(Cl)cc3C2(c2ccccc2)O1,368.82,3.2801,3,0,4,0.775786015,1,49.85,0.259119722,0.963900423,0.877604663,0.136783245,0.895774329,0.425464004,0.577345115,0.035231401,0.024522034,0.841654336,0.473859227,0.427539861,0.040580634,0.910988593,0.999788141,0.011732473,0.049455103,0.229183665,0.144305149,0.010269498,0.17065904,0.023600974,0.982479632,0.505379224,0.379561478,0.015960885,0.036742129,0.301296505,0.110549378,0.365500033,0.334164244,-4.395190367,83.44099931,65.60573712,41.00446107,-9.311735235,2.509047837,2.96957529,91.42107607,-4.940378828,-4.66381685,57.96820473,66.22721985,31.17487398,11.76812718,63.80379992,85.53702986,54.80806514,30.82590151,61.57425359,79.75959674,66.92516479,64.59868166,96.66537418,89.14307871,92.28383094,25.78518806,38.8134936,93.98991857,78.98410237,84.25746413,32.0279178,82.7452501,80.30244281,52.57851881,72.85769678,83.63706863,79.75959674,36.60333463,74.79643273,73.74951532,93.09810004,75.80457542,76.58006979,63.90073672,69.09654905,77.93718496,76.73516867,43.50523459,53.66421093,87.12679333,84.25746413,85.30438154,82.78402482,53.66421093,48.6622722,79.99224506,76.15354789,15.04459093,9.810003877
Ketoconazole,DB01026,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,D01AC;G01AF;H02CA;J02AB,"ANTIINFECTIVES FOR SYSTEMIC USE;DERMATOLOGICALS;GENITO URINARY SYSTEM AND SEX HORMONES;SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",ANTIFUNGALS FOR DERMATOLOGICAL USE;ANTIMYCOTICS FOR SYSTEMIC USE;CORTICOSTEROIDS FOR SYSTEMIC USE;GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,"ANTIADRENAL PREPARATIONS;ANTIFUNGALS FOR TOPICAL USE;ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS;ANTIMYCOTICS FOR SYSTEMIC USE",Anticorticosteroids;Imidazole and triazole derivatives;Imidazole derivatives,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,531.44,4.2058,7,0,3,0.455414497,2,69.06,0.296268228,0.479732484,0.670083261,0.255478401,0.984496486,0.152733564,0.965468717,0.080603319,0.472402155,0.873023784,0.976766634,0.139225055,0.168138245,0.905466652,0.999817884,0.004254837,0.011137002,0.59438476,0.601923966,0.021325472,0.076323684,0.118482883,0.902706397,0.940363753,0.944905281,0.017480124,0.389000022,0.392210427,0.136127387,0.275628293,0.903002,-4.944801376,48.87793005,55.33446067,-14.53778349,-9.453819895,3.023385798,3.336997211,98.90831773,-3.938360247,3.150719668,84.58704924,80.32183017,77.35556417,11.76812718,20.91896084,41.48894921,68.86390074,45.54090733,66.22721985,29.31368748,32.14424195,73.55564172,99.45715394,50.91120589,99.3796045,43.50523459,84.95540907,96.85924777,98.79798371,47.11128344,62.58239628,82.04730516,81.73710741,28.77084141,27.33617681,94.72663823,98.13881349,54.94377666,43.35013571,92.4001551,67.42923614,96.66537418,99.06940675,65.72314851,95.92865452,81.38813494,79.52694843,32.06669252,87.39821636,52.1519969,61.26405584,80.76773943,13.29972858,52.07444746,79.91469562,87.28189221,89.25940287,33.30748352,62.07832493
Ketoprofen,DB01009;DB05823;DB05335,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,M01AE;M02AA,MUSCULO-SKELETAL SYSTEM,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS;TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS;TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN","Antiinflammatory preparations, non-steroids for topical use;Propionic acid derivatives",CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,254.285,3.1057,2,1,4,0.852803689,1,54.37,0.004715742,0.40960007,0.955237007,0.020311206,0.066296528,0.684807765,0.117886043,0.016091647,0.003412638,0.15783862,0.002124162,0.424383393,0.022394968,0.933642066,0.995707774,0.005070921,0.045851051,0.013612049,0.005513739,0.02547438,0.298568022,0.206502204,0.493648034,0.010323358,0.033101038,0.016171284,0.002834148,0.013935959,0.002817734,0.251207,0.004528455,-4.266182793,15.24667597,2.238556877,4.57852869,-9.755819171,2.658587163,0.003589817,95.34790442,-3.466327347,1.910032578,28.13105855,63.28034122,16.38231873,36.68088406,63.80379992,95.28887166,54.80806514,33.71461807,1.783637069,25.08724312,91.23691353,41.41139977,42.84606437,98.72043428,68.20473052,10.43039938,14.23032183,18.10779372,21.90771617,83.9860411,20.7444746,85.80845289,50.01938736,32.10546724,70.56998837,39.89918573,31.75649477,60.25591314,88.52268321,95.30825902,34.04420318,23.38115549,23.10973245,64.13338503,21.17099651,37.34005428,21.98526561,28.96471501,4.303993796,92.67157813,28.03412175,31.09732454,45.67661884,49.01124467,59.05389686,26.40558356,83.40442032,42.07056999,53.3927879
Ketorolac,DB00465,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,M01AB;S01BC;S01FB,MUSCULO-SKELETAL SYSTEM;SENSORY ORGANS,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS;OPHTHALMOLOGICALS,"ANTIINFLAMMATORY AGENTS;ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS;MYDRIATICS AND CYCLOPLEGICS","Acetic acid derivatives and related substances;Antiinflammatory agents, non-steroids;Sympathomimetics excl. antiglaucoma preparations",O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,255.273,2.291,3,1,4,0.855918702,1,59.3,0.032958155,0.672047603,0.938007104,0.012211295,0.043702047,0.488091093,0.042327365,0.021223603,0.008559443,0.182712412,0.001575729,0.280685182,0.138664158,0.94198817,0.985246515,0.008685843,0.068996535,0.058416789,0.006166193,0.018439808,0.142223857,0.047641295,0.347289467,0.012894398,0.049704495,0.016351885,0.007578259,0.004566671,0.010786116,0.233209148,0.004607659,-4.406012981,-11.6134994,0.439670598,15.16049223,-11.54953207,2.837873394,-0.642707989,85.40166782,-2.81486417,0.251739962,28.49941838,49.67041489,31.17487398,36.68088406,63.80379992,95.6960062,54.80806514,37.90228771,13.3385033,44.04808065,85.92477705,35.78906553,35.82784025,92.71035285,51.64792555,15.1996898,22.95463358,21.63629314,20.1240791,70.18224118,58.35595192,87.4757658,38.38697169,44.12563009,80.80651415,63.55176425,32.99728577,50.98875533,68.90267546,82.82279953,27.45250097,26.52190772,30.20550601,64.44358278,39.08491663,25.47499031,39.4338891,25.94028693,4.459092672,86.35129895,9.150833656,29.35246219,61.45792943,31.29119814,70.10469174,17.2547499,64.52113222,54.32338116,38.73594416
